Numero nodi disattivati;Grafo file;Grafo ER;Grafo UPA;Grafo manuale
0;1;0,9802286067346309;0.9802286067346309;0.09090909090909091
1;0,9998455359901143;0.9800741427247451;0.9800741427247451;0.09090909090909091
2;0,9996910719802286;0.9799196787148594;0.9799196787148594;0.09090909090909091
3;0,9995366079703429;0.9797652147049737;0.9797652147049737;0.09090909090909091
4;0,9993821439604572;0.9796107506950881;0.9796107506950881;0.09090909090909091
5;0,9992276799505715;0.9794562866852023;0.9794562866852023;0.09090909090909091
6;0,9990732159406858;0.9793018226753166;0.9793018226753166;0.09090909090909091
7;0,9989187519308002;0.9791473586654309;0.9791473586654309;0.09090909090909091
8;0,9987642879209144;0.9789928946555453;0.9789928946555453;0.09090909090909091
9;0,9986098239110287;0.9788384306456596;0.9788384306456596;0.09090909090909091
10;0,998455359901143;0.9786839666357738;0.9786839666357738;0.09090909090909091
11;0,9983008958912574;0.9785295026258881;0.9785295026258881;0.09090909090909091
12;0,9981464318813716;0.9783750386160025;0.9783750386160025;0
13;0,9979919678714859;0.9782205746061168;0.9782205746061168;0
14;0,9978375038616002;0.978066110596231;0.978066110596231;0
15;0,9975285758418289;0.9779116465863453;0.9779116465863453;0
16;0,9973741118319431;0.9777571825764597;0.9777571825764597;0
17;0,9972196478220574;0.977602718566574;0.977602718566574;0
18;0,9970651838121718;0.9774482545566883;0.9774482545566883;0
19;0,9969107198022861;0.9772937905468025;0.9769848625270312;0
20;0,9967562557924003;0.9771393265369169;0.9768303985171455;0
21;0,9966017917825146;0.9769848625270312;0.9766759345072598;0
22;0,996447327772629;0.9769848625270312;0.9765214704973741;0
23;0,9962928637627433;0.9768303985171455;0.9763670064874884;0
24;0,9959839357429718;0.9766759345072598;0.9762125424776027;0
25;0,995366079703429;0.9765214704973741;0.976058078467717;0
26;0,9952116156935434;0.9763670064874884;0.9759036144578314;0
27;0,9950571516836577;0.9762125424776027;0.9757491504479456;0
28;0,994902687673772;0.976058078467717;0.9755946864380599;0
29;0,9947482236638863;0.9759036144578314;0.9752857584182886;0
30;0,9945937596540007;0.9757491504479456;0.9751312944084028;0
31;0,9925857275254866;0.9755946864380599;0.9749768303985171;0
32;0,9924312635156008;0.9754402224281742;0.9748223663886314;0
33;0,9922767995057151;0.9752857584182886;0.9745134383688601;0
34;0,9921223354958295;0.9751312944084028;0.9743589743589743;0
35;0,9919678714859438;0.9749768303985171;0.974050046339203;0
36;0,9918134074760581;0.9748223663886314;0.9737411183194316;0
37;0,9908866234167439;0.9746679023787458;0.9735866543095458;0
38;0,9907321594068582;0.9745134383688601;0.9734321902996602;0
39;0,9905776953969725;0.9743589743589743;0.9732777262897745;0
40;0,9904232313870868;0.9742045103490886;0.9731232622798888;0
41;0,9902687673772012;0.974050046339203;0.9728143342601174;0
42;0,9901143033673154;0.9738955823293173;0.9726598702502317;0
43;0,9899598393574297;0.9735866543095458;0.972505406240346;0
44;0,989805375347544;0.9734321902996602;0.9723509422304603;0
45;0,9896509113376584;0.9732777262897745;0.9721964782205746;0
46;0,9894964473277726;0.972968798270003;0.9720420142106889;0
47;0,9893419833178869;0.9728143342601174;0.9718875502008032;0
48;0,9891875193080012;0.9726598702502317;0.9717330861909175;0
49;0,9890330552981156;0.972505406240346;0.9715786221810319;0
50;0,9888785912882299;0.9721964782205746;0.9714241581711461;0
51;0,9887241272783441;0.9720420142106889;0.9712696941612604;0
52;0,9885696632684584;0.9718875502008032;0.9711152301513747;0
53;0,9884151992585728;0.9717330861909175;0.9709607661414891;0
54;0,9882607352486871;0.9715786221810319;0.9708063021316033;0
55;0,9881062712388013;0.9714241581711461;0.9706518381217176;0
56;0,9879518072289156;0.9712696941612604;0.9704973741118319;0
57;0,98779734321903;0.9709607661414891;0.9703429101019463;0
58;0,9873339511893728;0.9708063021316033;0.9701884460920606;0
59;0,9871794871794872;0.9706518381217176;0.9700339820821748;0
60;0,9870250231696015;0.9704973741118319;0.9698795180722891;0
61;0,9868705591597158;0.9703429101019463;0.9697250540624035;0
62;0,98671609514983;0.9701884460920606;0.9695705900525178;0
63;0,9865616311399444;0.9700339820821748;0.9692616620327463;0
64;0,986252703120173;0.9698795180722891;0.9691071980228607;0
65;0,9859437751004017;0.9697250540624035;0.968952734012975;0
66;0,9857893110905159;0.9691071980228607;0.9684893419833179;0
67;0,9856348470806302;0.968952734012975;0.9683348779734322;0
68;0,9854803830707445;0.9686438059932035;0.9681804139635465;0
69;0,9853259190608589;0.9684893419833179;0.9680259499536608;0
70;0,9850169910410874;0.9683348779734322;0.9678714859437751;0
71;0,9848625270312017;0.9681804139635465;0.9677170219338894;0
72;0,9847080630213161;0.9680259499536608;0.9675625579240037;0
73;0,9845535990114304;0.9678714859437751;0.967408093914118;0
74;0,9843991350015446;0.9677170219338894;0.9672536299042324;0
75;0,9842446709916589;0.9675625579240037;0.9670991658943466;0
76;0,9840902069817733;0.967408093914118;0.9669447018844609;0
77;0,9839357429718876;0.9672536299042324;0.9667902378745752;0
78;0,9837812789620018;0.9670991658943466;0.9666357738646896;0
79;0,9836268149521161;0.9666357738646896;0.9664813098548038;0
80;0,9834723509422305;0.9664813098548038;0.9663268458449181;0
81;0,9833178869323448;0.9663268458449181;0.9661723818350324;0
82;0,9831634229224591;0.9661723818350324;0.9660179178251468;0
83;0,9830089589125733;0.9658634538152611;0.9658634538152611;0
84;0,9828544949026877;0.9657089898053753;0.9657089898053753;0
85;0,982700030892802;0.9655545257954896;0.9655545257954896;0
86;0,9825455668829163;0.965400061785604;0.965400061785604;0
87;0,9823911028730306;0.9652455977757183;0.9652455977757183;0
88;0,9822366388631449;0.9649366697559468;0.9650911337658326;0
89;0,9820821748532592;0.9647822057460612;0.9649366697559468;0
90;0,9819277108433735;0.9646277417361755;0.9647822057460612;0
91;0,9817732468334878;0.9644732777262898;0.9646277417361755;0
92;0,9816187828236022;0.964318813716404;0.9644732777262898;0
93;0,9813098548038307;0.9641643497065184;0.964318813716404;0
94;0,981155390793945;0.9640098856966327;0.9641643497065184;0
95;0,9800741427247451;0.963855421686747;0.9640098856966327;0
96;0,9799196787148594;0.9637009576768613;0.963855421686747;0
97;0,9797652147049737;0.9635464936669756;0.9637009576768613;0
98;0,9796107506950881;0.9632375656472042;0.9635464936669756;0
99;0,9794562866852023;0.9630831016373185;0.9633920296570899;0
100;0,9793018226753166;0.9629286376274329;0.9632375656472042;0
101;0,9791473586654309;0.9627741736175471;0.9630831016373185;0
102;0,9789928946555453;0.9626197096076614;0.9629286376274329;0
103;0,9788384306456596;0.9624652455977757;0.9627741736175471;0
104;0,9786839666357738;0.9623107815878901;0.9626197096076614;0
105;0,9785295026258881;0.9621563175780043;0.9624652455977757;0
106;0,9783750386160025;0.9620018535681186;0.9623107815878901;0
107;0,9782205746061168;0.9618473895582329;0.9621563175780043;0
108;0,978066110596231;0.9615384615384616;0.9620018535681186;0
109;0,9779116465863453;0.9613839975285758;0.9618473895582329;0
110;0,9777571825764597;0.9612295335186901;0.9616929255483473;0
111;0,977602718566574;0.9610750695088045;0.9615384615384616;0
112;0,9774482545566883;0.9609206054989188;0.9613839975285758;0
113;0,9772937905468025;0.960766141489033;0.9612295335186901;0
114;0,9771393265369169;0.9606116774791473;0.9610750695088045;0
115;0,9769848625270312;0.9604572134692617;0.9609206054989188;0
116;0,9768303985171455;0.960302749459376;0.960766141489033;0
117;0,9766759345072598;0.9601482854494903;0.960302749459376;0
118;0,9765214704973741;0.9599938214396045;0.9601482854494903;0
119;0,9763670064874884;0.9598393574297188;0.9599938214396045;0
120;0,9762125424776027;0.9596848934198332;0.9598393574297188;0
121;0,976058078467717;0.9595304294099475;0.9596848934198332;0
122;0,9759036144578314;0.9593759654000618;0.9595304294099475;0
123;0,9757491504479456;0.959221501390176;0.9593759654000618;0
124;0,9755946864380599;0.9590670373802904;0.959221501390176;0
125;0,9754402224281742;0.9589125733704047;0.9590670373802904;0
126;0,9752857584182886;0.958758109360519;0.9589125733704047;0
127;0,9749768303985171;0.9586036453506332;0.958758109360519;0
128;0,9742045103490886;0.9584491813407476;0.9586036453506332;0
129;0,974050046339203;0.9582947173308619;0.9584491813407476;0
130;0,9738955823293173;0.9581402533209762;0.9582947173308619;0
